cluster_name,classification_label,num_distinct_enzyme_classes,num_distinct_enzyme_subfamilies,total_ec_numbers,enzyme_classes,enzyme_subfamilies,all_ec_numbers,e2p2_file
RANDOM_MGC_5204,0,1,1,1,1,1.1,1.1.1.40,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5204/RANDOM_MGC_5204.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5205,0,2,2,2,2;3,2.7;3.4,2.7.11.1;3.4.22.41,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5205/RANDOM_MGC_5205.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5206,0,2,3,4,2;4,2.3;2.7;4.6,2.3.1.225;4.6.1.19;2.7.10.2;2.7.11.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5206/RANDOM_MGC_5206.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5207,0,1,1,1,2,2.7,2.7.11.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5207/RANDOM_MGC_5207.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5208,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5208/RANDOM_MGC_5208.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5209,0,2,2,2,2;3,2.7;3.1,2.7.8.15;3.1.1.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5209/RANDOM_MGC_5209.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5210,0,1,2,2,2,2.1;2.3,2.3.1.234;2.1.1.112,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5210/RANDOM_MGC_5210.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5211,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5211/RANDOM_MGC_5211.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5212,0,1,1,1,2,2.3,2.3.1.15,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5212/RANDOM_MGC_5212.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5213,0,1,1,1,2,2.3,2.3.2.27,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5213/RANDOM_MGC_5213.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5214,0,2,2,2,2;5,2.5;5.2,2.5.1.27;5.2.1.13,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5214/RANDOM_MGC_5214.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5215,0,3,3,4,2;4;6,2.4;4.6;6.2,2.4.1.85;2.4.1.354;6.2.1.45;4.6.1.12,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5215/RANDOM_MGC_5215.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5216,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5216/RANDOM_MGC_5216.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5217,0,2,2,2,3;7,3.1;7.6,3.1.4.4;7.6.2.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5217/RANDOM_MGC_5217.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5218,0,2,2,2,2;6,2.3;6.1,6.1.1.22;2.3.2.27,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5218/RANDOM_MGC_5218.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5219,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5219/RANDOM_MGC_5219.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5220,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5220/RANDOM_MGC_5220.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5221,0,2,3,4,2;3,2.1;2.7;3.1,2.1.1.68;2.1.1.267;2.7.7.108;3.1.1.11,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5221/RANDOM_MGC_5221.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5222,0,2,2,2,1;3,1.1;3.2,3.2.2.6;1.1.1.40,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5222/RANDOM_MGC_5222.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5223,0,1,1,1,3,3.1,3.1.3.16,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5223/RANDOM_MGC_5223.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5224,0,1,1,1,1,1.14,1.14.20.8,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5224/RANDOM_MGC_5224.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5225,0,1,1,1,2,2.7,2.7.11.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5225/RANDOM_MGC_5225.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5226,0,4,4,4,1;3;5;7,1.6;3.6;5.1;7.6,1.6.5.9;3.6.5.2;5.1.3.5;7.6.2.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5226/RANDOM_MGC_5226.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5227,0,2,2,2,2;3,2.1;3.1,2.1.1.50;3.1.1.3,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5227/RANDOM_MGC_5227.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5228,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5228/RANDOM_MGC_5228.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5229,0,1,1,1,2,2.7,2.7.11.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5229/RANDOM_MGC_5229.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5230,0,1,1,1,4,4.1,4.1.1.35,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5230/RANDOM_MGC_5230.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5231,0,3,3,4,1;2;3,1.4;2.7;3.2,3.2.1.21;3.2.1.117;1.4.1.27;2.7.11.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5231/RANDOM_MGC_5231.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5232,0,1,1,1,2,2.4,2.4.1.273,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5232/RANDOM_MGC_5232.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5233,0,1,1,2,2,2.8,2.8.1.1;2.8.1.2,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5233/RANDOM_MGC_5233.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5234,0,1,1,2,2,2.5,2.5.1.1;2.5.1.10,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5234/RANDOM_MGC_5234.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5235,0,1,1,1,4,4.2,4.2.1.139,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5235/RANDOM_MGC_5235.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5236,0,1,1,1,2,2.7,2.7.11.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5236/RANDOM_MGC_5236.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5237,0,1,2,3,2,2.1;2.4,2.1.1.146;2.1.1.279;2.4.1.351,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5237/RANDOM_MGC_5237.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5238,0,1,2,3,2,2.3;2.7,2.7.1.11;2.7.11.1;2.3.2.27,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5238/RANDOM_MGC_5238.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5239,0,1,2,2,3,3.1;3.6,3.6.4.10;3.1.26.3,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5239/RANDOM_MGC_5239.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5240,0,1,1,1,2,2.7,2.7.11.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5240/RANDOM_MGC_5240.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5241,0,1,1,1,3,3.4,3.4.21.25,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5241/RANDOM_MGC_5241.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5242,0,1,1,1,2,2.3,2.3.2.26,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5242/RANDOM_MGC_5242.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5243,0,2,3,4,1;3,1.14;3.2;3.4,1.14.14.71;1.14.14.17;3.2.1.4;3.4.23.12,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5243/RANDOM_MGC_5243.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5244,0,2,2,2,1;2,1.6;2.7,2.7.11.1;1.6.3.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5244/RANDOM_MGC_5244.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5245,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5245/RANDOM_MGC_5245.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5246,0,1,1,2,2,2.1,2.1.1.189;2.1.1.190,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5246/RANDOM_MGC_5246.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5247,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5247/RANDOM_MGC_5247.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5248,0,1,3,4,2,2.1;2.3;2.7,2.3.2.24;2.3.2.25;2.1.1.103;2.7.11.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5248/RANDOM_MGC_5248.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5249,0,2,2,4,2;3,2.7;3.1,3.1.3.16;2.7.7.49;2.7.7.7;3.1.26.4,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5249/RANDOM_MGC_5249.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5250,0,1,1,1,3,3.2,3.2.1.39,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5250/RANDOM_MGC_5250.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5251,0,2,2,3,3;7,3.6;7.2,3.6.3.3;7.2.2.12;7.2.2.21,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5251/RANDOM_MGC_5251.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5252,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5252/RANDOM_MGC_5252.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5253,0,1,1,1,2,2.7,2.7.7.49,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5253/RANDOM_MGC_5253.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5254,0,2,2,2,2;5,2.4;5.3,5.3.4.1;2.4.1.13,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5254/RANDOM_MGC_5254.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5255,0,1,1,1,3,3.6,3.6.4.13,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5255/RANDOM_MGC_5255.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5256,0,1,1,1,5,5.6,5.6.1.7,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5256/RANDOM_MGC_5256.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5257,0,2,2,2,1;2,1.14;2.7,1.14.14.126;2.7.11.1,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5257/RANDOM_MGC_5257.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5258,0,1,1,1,4,4.2,4.2.2.2,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5258/RANDOM_MGC_5258.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5259,0,1,1,1,1,1.1,1.1.1.334,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5259/RANDOM_MGC_5259.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5260,0,3,3,4,1;2;7,1.1;2.3;7.6,2.3.2.27;7.6.2.2;7.6.2.3;1.1.1.295,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5260/RANDOM_MGC_5260.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5261,0,2,3,3,1;2,1.1;1.2;2.1,1.1.1.284;1.2.1.1;2.1.1.33,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5261/RANDOM_MGC_5261.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5262,0,1,1,1,2,2.3,2.3.1.188,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5262/RANDOM_MGC_5262.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5263,0,1,2,2,3,3.5;3.6,3.6.5.2;3.5.2.6,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5263/RANDOM_MGC_5263.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5264,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5264/RANDOM_MGC_5264.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5265,0,2,3,3,2;3,2.3;3.1;3.4,3.1.11.2;3.4.25.1;2.3.2.35,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5265/RANDOM_MGC_5265.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5266,0,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5266/RANDOM_MGC_5266.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5267,0,2,2,2,2;3,2.4;3.1,3.1.3.2;2.4.1.198,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5267/RANDOM_MGC_5267.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5268,0,2,2,2,3;4,3.5;4.1,3.5.4.25;4.1.99.12,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5268/RANDOM_MGC_5268.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5269,0,1,1,1,1,1.2,1.2.1.27,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5269/RANDOM_MGC_5269.MaxWeightAbsoluteThreshold.default.pf
RANDOM_MGC_5270,0,1,2,2,2,2.6;2.7,2.7.11.1;2.6.1.83,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/RANDOM_MGC_5270/RANDOM_MGC_5270.MaxWeightAbsoluteThreshold.default.pf
